record_type,source_file,source_sr_no,state,constituency,mp_name,house,ida,work_id,work_category,work_type,work_description,recommended_date,sanction_date,completion_date,expenditure_date,consent_date,recommended_amount,sanction_amount,amount_disbursed,fund_disbursed_amount,consent_amount,allocated_amount,work_status,payment_status,vendor_name,calamity_type,calamity_name,image_marker
MP Allocated Limit,mplads_synthetic_feed.csv,17,West Bengal,Krishnanagar,Mahua Moitra,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,18,Tamil Nadu,Thoothukkudi,Kanimozhi Karunanidhi,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,19,Telangana,Hyderabad,Asaduddin Owaisi,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,20,Bihar,Hajipur,Shri Chirag Paswan,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,21,Uttar Pradesh,Gorakhpur,Shri Gorakhpur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,22,Uttar Pradesh,Amethi,Shri Amethi Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,23,Uttar Pradesh,Agra,Shri Agra Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,24,Uttar Pradesh,Kanpur,Shri Kanpur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,25,Uttar Pradesh,Prayagraj,Shri Prayagraj Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,26,Uttar Pradesh,Meerut,Shri Meerut Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,27,Maharashtra,Pune,Shri Pune Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,28,Maharashtra,Nashik,Shri Nashik Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,29,Maharashtra,Thane,Shri Thane Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,30,Maharashtra,Aurangabad,Shri Aurangabad Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,31,Maharashtra,Kolhapur,Shri Kolhapur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,32,West Bengal,Kolkata Uttar,Shri KolkataUttar Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,33,West Bengal,Jadavpur,Shri Jadavpur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,34,West Bengal,Asansol,Shri Asansol Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,35,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,36,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,37,Tamil Nadu,Chennai South,Shri ChennaiSouth Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,38,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,39,Tamil Nadu,Thanjavur,Shri Thanjavur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,40,Tamil Nadu,Salem,Shri Salem Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,41,Tamil Nadu,Tiruchirappalli,Shri Tiruchirappalli Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,42,Madhya Pradesh,Bhopal,Shri Bhopal Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,43,Madhya Pradesh,Indore,Shri Indore Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,44,Madhya Pradesh,Jabalpur,Shri Jabalpur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,45,Madhya Pradesh,Ujjain,Shri Ujjain Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,46,Madhya Pradesh,Chhindwara,Shri Chhindwara Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,47,Bihar,Patna Sahib,Shri PatnaSahib Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,48,Bihar,Gaya,Shri Gaya Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,49,Bihar,Muzaffarpur,Shri Muzaffarpur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,50,Bihar,Bhagalpur,Shri Bhagalpur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,51,Bihar,Darbhanga,Shri Darbhanga Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,52,Bihar,Nalanda,Shri Nalanda Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,53,Rajasthan,Jaipur,Shri Jaipur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,54,Rajasthan,Udaipur,Shri Udaipur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,55,Rajasthan,Kota,Shri Kota Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,56,Rajasthan,Bikaner,Shri Bikaner Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,57,Rajasthan,Ajmer,Shri Ajmer Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,58,Karnataka,Mysore,Shri Mysore Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,59,Karnataka,Hubli-Dharwad,Shri Hubli-Dharwad Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,60,Karnataka,Mangalore,Shri Mangalore Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,61,Karnataka,Belgaum,Shri Belgaum Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,62,Gujarat,Gandhinagar,Shri Gandhinagar Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,63,Gujarat,Surat,Shri Surat Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,64,Gujarat,Vadodara,Shri Vadodara Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,65,Gujarat,Rajkot,Shri Rajkot Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,66,Gujarat,Ahmedabad East,Shri AhmedabadEast Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,67,Odisha,Bhubaneswar,Shri Bhubaneswar Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,68,Odisha,Cuttack,Shri Cuttack Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,69,Odisha,Puri,Shri Puri Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,70,Odisha,Berhampur,Shri Berhampur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,71,Kerala,Ernakulam,Shri Ernakulam Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,72,Kerala,Kozhikode,Shri Kozhikode Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,73,Kerala,Thrissur,Shri Thrissur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,74,Kerala,Palakkad,Shri Palakkad Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,75,Andhra Pradesh,Visakhapatnam,Shri Visakhapatnam Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,76,Andhra Pradesh,Vijayawada,Shri Vijayawada Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,77,Andhra Pradesh,Guntur,Shri Guntur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,78,Andhra Pradesh,Tirupati,Shri Tirupati Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,79,Andhra Pradesh,Anantapur,Shri Anantapur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,80,Telangana,Secunderabad,Shri Secunderabad Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,81,Telangana,Karimnagar,Shri Karimnagar Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,82,Telangana,Warangal,Shri Warangal Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,83,Telangana,Nizamabad,Shri Nizamabad Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,84,Punjab,Amritsar,Shri Amritsar Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,85,Punjab,Ludhiana,Shri Ludhiana Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,86,Punjab,Jalandhar,Shri Jalandhar Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,87,Punjab,Patiala,Shri Patiala Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,88,Punjab,Gurdaspur,Shri Gurdaspur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,89,Haryana,Gurugram,Shri Gurugram Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,90,Haryana,Faridabad,Shri Faridabad Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,91,Haryana,Ambala,Shri Ambala Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,92,Haryana,Hisar,Shri Hisar Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,93,Haryana,Rohtak,Shri Rohtak Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,94,Assam,Guwahati,Shri Guwahati Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,95,Assam,Silchar,Shri Silchar Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,96,Assam,Jorhat,Shri Jorhat Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,97,Assam,Tezpur,Shri Tezpur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,98,Jharkhand,Ranchi,Shri Ranchi Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,99,Jharkhand,Jamshedpur,Shri Jamshedpur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,100,Jharkhand,Dhanbad,Shri Dhanbad Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,101,Jharkhand,Hazaribagh,Shri Hazaribagh Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,102,Chhattisgarh,Raipur,Shri Raipur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,103,Chhattisgarh,Bilaspur,Shri Bilaspur Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,104,Chhattisgarh,Durg,Shri Durg Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,105,Chhattisgarh,Korba,Shri Korba Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,106,Delhi,New Delhi,Shri NewDelhi Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,107,Delhi,South Delhi,Shri SouthDelhi Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,108,Delhi,East Delhi,Shri EastDelhi Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,109,Delhi,Chandni Chowk,Shri ChandniChowk Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,110,Uttar Pradesh,Sitting Rajya Sabha,Shri Javed Ali Khan,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,111,Karnataka,Sitting Rajya Sabha,Smt. Nirmala Sitharaman,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,112,Gujarat,Sitting Rajya Sabha,Dr. S. Jaishankar,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,113,Karnataka,Sitting Rajya Sabha,Shri Mallikarjun Kharge,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,114,Himachal Pradesh,Sitting Rajya Sabha,Shri J. P. Nadda,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,115,Odisha,Sitting Rajya Sabha,Shri Ashwini Vaishnaw,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,116,Uttar Pradesh,Sitting Rajya Sabha,Shri Surendra Singh Nagar,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,117,Telangana,Sitting Rajya Sabha,Dr. Abhishek Manu Singhvi,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,118,West Bengal,Sitting Rajya Sabha,Shri Derek O'Brien,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,119,Maharashtra,Sitting Rajya Sabha,Shri Sanjay Raut,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,120,Tamil Nadu,Sitting Rajya Sabha,Shri TamilNadu Nominee RS,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,121,Madhya Pradesh,Sitting Rajya Sabha,Shri MadhyaPradesh Nominee RS,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,122,Bihar,Sitting Rajya Sabha,Shri Bihar Nominee RS,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,123,Rajasthan,Sitting Rajya Sabha,Shri Rajasthan Nominee RS,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,124,Kerala,Sitting Rajya Sabha,Shri Kerala Nominee RS,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,125,Andhra Pradesh,Sitting Rajya Sabha,Shri AndhraPradesh Nominee RS,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,126,Punjab,Sitting Rajya Sabha,Shri Punjab Nominee RS,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,127,Haryana,Sitting Rajya Sabha,Shri Haryana Nominee RS,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,128,Assam,Sitting Rajya Sabha,Shri Assam Nominee RS,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,150000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,129,Jharkhand,Sitting Rajya Sabha,Shri Jharkhand Nominee RS,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,130,Chhattisgarh,Sitting Rajya Sabha,Shri Chhattisgarh Nominee RS,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
MP Allocated Limit,mplads_synthetic_feed.csv,131,Delhi,Sitting Rajya Sabha,Shri Delhi Nominee RS,Rajya Sabha,,,,,,2024-04-01,,,,,,,,,,100000000.0,,,,,,
Works Recommended,mplads_synthetic_feed.csv,132,Uttar Pradesh,Gorakhpur,Shri Gorakhpur Representative,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP597/2025-2026/100001,"Roads, Bridges and Culverts",Construction of Small Culvert,Construction of Small Culvert at Gorakhpur village ward 16,2025-06-29,,,,,4099000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,133,Uttar Pradesh,Gorakhpur,Shri Gorakhpur Representative,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP597/2025-2026/100001,"Roads, Bridges and Culverts",Construction of Small Culvert,Construction of Small Culvert at Gorakhpur village ward 16,,2025-08-27,,,,,4099000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,134,Uttar Pradesh,Gorakhpur,Shri Gorakhpur Representative,Lok Sabha,UTTAR PRADESH DISTRICT MAGISTRATE IDA,WS/MP597/2025-2026/100001,,Construction of Small Culvert,Construction of Small Culvert at Gorakhpur village ward 16,,,,2025-10-09,,,,,4002200.0,,,,Payment In-Progress,SRI BALAJI ENTERPRISES,,,
Works Recommended,mplads_synthetic_feed.csv,135,Delhi,Chandni Chowk,Shri ChandniChowk Representative,Lok Sabha,DELHI DISTRICT MAGISTRATE IDA,WS/MP873/2025-2026/100002,Education & School Infrastructure,School Boundary Wall Construction,School Boundary Wall Construction at Chandni Chowk village ward 12,2024-07-24,,,,,3677000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,136,Delhi,Chandni Chowk,Shri ChandniChowk Representative,Lok Sabha,DELHI DISTRICT MAGISTRATE IDA,WS/MP873/2025-2026/100002,Education & School Infrastructure,School Boundary Wall Construction,School Boundary Wall Construction at Chandni Chowk village ward 12,,2024-09-17,,,,,3677000.0,,,,,Sanction,,,,,
Works Completed,mplads_synthetic_feed.csv,137,Delhi,Chandni Chowk,Shri ChandniChowk Representative,Lok Sabha,DELHI DISTRICT MAGISTRATE IDA,WS/MP873/2025-2026/100002,Education & School Infrastructure,School Boundary Wall Construction,School Boundary Wall Construction at Chandni Chowk village ward 12,,,2025-02-11,,,,,3558300.0,,,,,,,,,Yes
